,0,1,label
106,30026800.0, decreasing cost   scope  power  emerge genomic technology  reshape  field  molecular ecology   modern genomic   RAD-seq require  amount  high-quality template DNA  pose  problem   active branch  conservation biology genetic monitoring  minimally invasive sampling MIS  without handle  even   animal MIS   collection  hair skin faeces  provide genetic information  individual  population  sample typically yield low-quality and/or quantity  DNA restrict  type  molecular      despite  limitation genetic monitoring  MIS   effective tool  estimate population demographic parameter  monitor genetic diversity  natural population genetic monitoring    become  important      natural population  undergo anthropogenically drive decline   unlikely  abate without intensive adaptive management effort    MIS    profile  expand suite  genomic   platform compatible  produce genotype  MIS consider factor   development cost  error rate    powerful new   enhance  ability   question typically answer  genetic monitoring   estimate abundance genetic structure  relatedness   field    period  unusually rapid transition   highlight  importance  legacy data   recommend   address  challenge  move  traditional  next-generation genetic monitoring platform   consider  genetic monitoring  move beyond genotype     example  microbiomes  epigenetic marker  provide  great understanding   relationship  individual   environment,microbiome
107,30723123.0,Marine invertebrate  host diverse microbial community make  difficult   important symbionts      community  structure  complexity   make  challenge  assign microbial function   unravel  myriad  interaction   microbiota   propose  address  issue  apply evidence  model system  host-microbe coevolution  complex marine invertebrate microbiomes coevolution   reciprocal adaptation   lineage  response        interaction   host   beneficial symbiont  classic indicator  coevolution  codivergence  host  microbe  evidence       coral  sponge metabolic collaboration  host  microbe   link  codivergence  appear   complex holobionts  microbial symbionts  interact  host cell  production  degradation  metabolic compound neutral model   useful  distinguish select microbe    population  predominately  random  Enhanced understanding   interaction  marine invertebrate   microbial community  urgently require  coral reef face unprecedented local  global pressure   active restoration   manipulation   microbiome  propose    health  tolerance  reef specie   basis   detailed review   literature  propose  research criterion  examine coevolution  marine invertebrate   stochastic  deterministic component   microbiome ii  codivergence  host  microbe  iii confirm  intimate association base  share metabolic function,microbiome
108,31285574.0,co-evolutionary theory predicts   beneficial microbial symbionts  host fitness    faithfully transmit  offspring  recently  hologenome theory  evolution predicts resemblance  parent  offspring microbiomes   partner fidelity  host specie   vertically transmit microbe     idea  multiple coexist host specie   diverse microbiota leverage  parent-offspring pair sample   specie  wild marine sponge Porifera     process govern vertical transmission   neutral  selective  neutral model   good fit  larval R2 <NUMBER>    adult microbiota R2 <NUMBER>    importance  non-neutral process    sponge host matures Microbes   enrich  neutral expectation  adult  disproportionately transfer  offspring pattern  vertical transmission   incomplete larval sponge share  average <NUMBER>   microbe   parent       fraction  share  nearby non-parental adult vertical transmission   inconsistent  sibling  larval sponge    parent share  <NUMBER>   microbe     evidence  vertically transmit microbe  faithful   single sponge host specie surprisingly larva     share vertically transmit microbe  larva   sponge specie       specie     common prediction  vertical transmission  stem  species-poor system   necessarily true  scale   diverse  complex microbiomes,microbiome
109,31450162.0,Chronic obstructive pulmonary disease COPD   chronic inflammatory disorder   course    uniform   COPD patient  smoking  consider       disease persistent  recurrent infection seem    particular role   disease establishment  progression COPD    dysregulated immunity       bacterial colonization  infection  establishment  culture-independent   shed new light   relationship  bacterial ecology  health status  expand     lung microbiome interaction   host  lung microbiome   inflammation  activation  resident cell  lung microbiome contain population  symbionts  pathobionts  balance  lose  equilibrium  disturb  balance  T-helper  regulatory T-cells Treg  infection  lung disease  COPD factor   disease severity exacerbation degree  inflammation  type  treatment   inhale  systemic steroid  antibiotic affect  composition  lung microbiota Recent data    presence  specific bacterial taxon   airway   potential  influence  host immune response  possibly  interfere  disease phenotype     grow body  evidence   role  microbiome  COPD  unanswered question still exist   clinical relevance,microbiome
110,31505196.0,Gastrointestinal GI disturbance     early symptom affect  patient  Parkinson  disease PD   case  symptom  observed year  motor impairment become apparent Hence  molecular  cellular underpinnings  contribute   early GI dysfunction  PD  actively  explore    animal model  MitoPark model   chronic progressive mouse model recapitulate  key pathophysiological aspect  PD  GI dysfunction  gut microbiome change    categorize   model Herein    decrease GI motility      non-motor symptom  develop evident  early  <NUMBER> week   different transit time  <NUMBER> week onwards  symptom     motor symptom develop thereby parallel PD progression  human  age <NUMBER> week    colon transit time  reduced fecal water content indicative  constipation intestinal inflammation  evidence  increased expression  inos  TNFα   small   intestine specifically inos   mainly   enteric plexi  enteric glial cell activation  pronounced loss  tyrosine hydroxylase-positive neuron   <NUMBER> week    mid-brain region     gut lead   corresponding decrease  dopamine DA production    decreased DARPP-32 expression   colon validate  loss  DAergic neuron   gut   total number  enteric neuron    differ     Metabolomic gas chromatography-mass spectrometry   fecal sample   sterol glycerol  tocopherol production  MitoPark mouse   age-matched littermate   <NUMBER> week  age  <NUMBER>  microbiome sequencing   transient temporal    genus Prevotella   data shed  light   role   gut dopaminergic system  maintain intestinal health importantly  model recapitulate  chronology  development  GI dysfunction along   non-motor symptom   become  attractive translational animal model  pre-clinical assessment   efficacy  new anti-parkinsonian drug   alleviate GI dysfunction  PD,microbiome
111,31551401.0, visualize  personalized distribution  pathogen  chemical environment  microbial metabolite pharmaceutical   metabolic product    human lung afflict  cystic fibrosis CF  generate three-dimensional <NUMBER> microbiome  metabolome map   explanted lung   cystic fibrosis patient  <NUMBER> spatial map    chemical environment differ  patient    lung   patient   microbial ecosystem   patient  define   dominant pathogen  chemical diversity   additionally  chemical diversity  locale   lung    individual  exceed interindividual variation   chemistry  microbiome   explanted lung appear     personalize   regiospecific previously undescribed analog  microbial quinolones  antibiotic metabolite    Furthermore map  chemical  microbial distribution  visualization  microbial community interaction   increased production  quorum sense quinolones  location  Pseudomonas   contact  Staphylococcus  Granulicatella    vitro observation  bacteria isolate   patient Visualization  microbe-metabolite association   host organ  early-stage CF disease  animal model  help elucidate  complex interplay   presence   give microbial structure antibiotic metabolism  antibiotic microbial virulence factor  host responses.importance microbial infection   recognize   polymicrobial  personalize  nature comprehensive   understanding   factor underlie  polymicrobial  personalized nature  infection  limited especially   context   host  visualize microbiomes  metabolomes  diseased human lung    different  chemical environment   host   dominate    pathogen   community interaction shape  chemical environment  vice versa  highlight  three-dimensional organ map   hypothesis-building tool   us  design mechanistic  aim  address microbial response   microbe  host  pharmaceutical drug,microbiome
112,31826699.0, <NUMBER>  journal Xenobiotica publish  perspective article detail  new concept  metabonomics   application  toxicology     apply analytical chemistry    particular <NUMBER>  NMR spectroscopy  profile biofluids  tissue    metabolic   xenobiotics metabonomics      sensitive    organ specific toxicity   provide information   cell tissue  mechanism      interaction   host  sex age diet  environment  review     metabonomics  drug toxicology   past  year    prospect  application  Pharmacometabonomics  prediction  drug      predose biofluid metabolite profile  reflect  genetic  environmental influence  physiology.the microbiomes role  toxicology understanding  xenobiotics   modify   microbiome dramatically change     host.development  expert system  toxicity prediction.data fusion  different omics     underlying mechanism  drug toxicity.metabonomics  exposome   multiple environmental toxicant might interact   host organism  produce  overall phenotype     huge growth     metabonomics  toxicology  application       tool become  sensitive  robust         experimental   silico database  aid prediction  toxicology,microbiome
113,31944389.0,Gestational diabetes mellitus GDM     allergen sensitization  early childhood    influence  gut microbiome  immune system   child  addition  mother-to-child transmission  microbe milk glycans   pivotal role  shape  gut microbiome  infant  previous    alteration    milk N-glycans  mother  GDM      change   gut microbiome  immune response   neonate  yet      aim    glycosylation level  various milk glycans  normal  GDM mouse     intestinal microbiome  immune response   offspring  wean    GDM mouse milk contain   concentration  fucosylated  sialylated n-glycans   mouse     difference   concentration  milk oligosaccharide     difference  milk n-glycans  direct    intestinal microbiome   offspring   turn affect  immune response  challenge  ovalbumin OVA  disruption   Th1/Th2  Th17/Treg cell balance   lay  foundation   research  development  specific nutritional care   offspring  GDM mother,microbiome
114,31948792.0, role   interaction   medicinal plant MPs   endophytes bacterial microbiome   production  bioactive compound BCs  therapeutic property  emerge   propose Echinacea purpurea  Moench   new model    intimate crosstalk  MPs  bacterial endophytes aim  discover new BCs,microbiome
115,31998296.0,Development  neutralize antibody  biotherapeutic agent administer  prevent  treat various clinical condition   longstanding  grow problem face  patient medical provider  pharmaceutical company  hemophilia  community  deep experience  attempt  manage  deleterious immune response   lifesaving protein drug factor VIII FVIII      decade hemophilia    bleed disorder   genetic mutation    absent  dysfunctional FVIII Prophylactic treatment   regular intravenous FVIII infusion unfortunately <NUMBER>  <NUMBER>  patient develop neutralize anti-fviii antibody refer  clinically  inhibitor      serious bleeding diathesis  recently   therapeutic option   patient  Immune Tolerance Induction    intensive FVIII administration   extraordinarily expensive  fail  ~30   case    tremendous recent progress  develop novel potential clinical alternative   treatment  hemophilia  range  encourage   gene therapy trial     hemostatic agent  promote coagulation  slow  anti-coagulant  fibrinolytic pathway  bypass   need  FVIII  supplement FVIII replacement therapy     promise   widespread agreement  prevent  reverse inhibitor    priority Risk profile  novel therapy  still unknown  incomplete  FVIII   continue   consider  optimal hemostatic agent   surgery  manage trauma   combine   therapy    recent excite   still pre-clinical  address FVIII immunogenicity   novel intervention  prevent  reverse inhibitor development   FVIII uptake processing  presentation  antigen-presenting cell epitope mapping   role  complement heme von Willebrand factor glycans   microbiome  FVIII immunogenicity  elucidate mechanism  primary  secondary immune response   additional novel target promise tolerogenic therapy  development  FVIII-Fc fusion protein nanoparticle-based therapy oral tolerance  engineering  regulatory  cytotoxic  cell  render  FVIII-specific importantly     applicable   scenario  establish immune tolerance   define antigen   clinical priority,microbiome
116,32208441.0,key event   pathogenesis  Sjӧgren syndrome SS   change  salivary gland epithelial cell  antigen-presenting cell-like phenotype  focal lymphocytic sialadenitis FLS   trigger  feature  SS  unknown dysbiosis   gut  oral microbiomes   potential environmental factor  SS   connection   etiopathogenesis  SS  unclear   aim    oral microbiota  SS     potential role   pathogenesis  SS Oral bacterial community  collect  whole mouthwash   subject <NUMBER> without oral dryness  <NUMBER>  dryness  primary SS patient <NUMBER> without oral dryness  <NUMBER>  dryness     pyrosequencing  SS oral microbiota      bacterial load  Shannon diversity  comparison    SS  combined sample   separately  non-dry  dry condition ss-associated taxon independent  dryness    ss-associated specie  <NUMBER>  specie  select    challenge human submandibular gland tumor HSG cell   select SS-associated bacterial specie Prevotella melaninogenica uniquely upregulated  expression  MHC molecule CD80  IFNλ  HSG cell concomitantly  melaninogenica efficiently invade HSG cell section  labial salivary gland LSG biopsy  <NUMBER> non-ss subject  <NUMBER> ss patient  subject   situ hybridization  universal   melaninogenica-specific probe Ductal cell   area  infiltration  heavily infect  bacteria   LSGs  FLS collectively dysbiotic oral microbiota  initiate  deregulation  SGECs   IFN signature  bacterial invasion  ductal cell    provide new insight   etiopathogenesis  SS,microbiome
117,32338209.0,Inflammatory bowel disease IBD   ulcerative colitis  Crohn  disease  multifactorial chronic disabling  progressive disease characterise  cyclical nature alternate  active  quiescent state   aetiology  IBD   fully understood  complex  disease   combination  factor   genetic predisposition  change  microbiome    environmental risk factor   high-fat  low-fibre diet reduce physical activity air pollution  exposure  various toxin  drug   antibiotic  prevalence   IBD  obesity    parallel undoubtedly prove  exist interaction   risk factor common   disorder  unravel poorly recognize cell signal  molecular alteration lead  human IBD therefore   still    unmet need  supportive  adjunctive therapy  IBD patient direct   negative consequence  visceral obesity  bacterial dysbiosis   alternative therapy  moderate-intensity exercise  benefit  health  well-being  IBD patient     healing  human IBD  experimental animal colitis Intestinal alkaline phosphatase IAP   essential role   maintenance  intestinal homeostasis intestinal   mechanism  mucosal defence  administration  exogenous IAP   recommend   therapeutic strategy   cure  disease    intestinal barrier dysfunction   IBD Curcumin  natural anti-inflammatory agent   capable  stimulate  synthesis  endogenous IAP   alternative    treatment  IBD  review  design  discuss potential nonpharmacological  alternative  supplementary therapeutic  take  account epidemiological  pathophysiological link  obesity  IBD  change   functional parameter   intestinal mucosa  alteration   intestinal microbiome,microbiome
118,32748648.0, evidence   early-life antibiotic   alter gut microbiome predispose child  obesity  obesity epidemic   disproportionate   individual   socioeconomic status SES    aim  explore  link  SES  antibiotic  Design    retrospective cohort    baby bear   receive <NUMBER>   outpatient visit    suburban health system  Illinois United States  <NUMBER>  <NUMBER>  collect data  zip code   proxy  SES  antibiotic     year  life    comorbid diagnosis code race/ethnicity gender  number  inpatient outpatient  emergency department visit   total  <NUMBER> patient meet   criterion Children  low-poverty area receive  lifetime average  <NUMBER> prescription    high-poverty neighborhood receive  average  <NUMBER> prescription   statistically    unadjusted     adjust  covariates Children  high-poverty area      receive  antibiotic  <NUMBER> hour <NUMBER> week  <NUMBER> month  life   unadjusted     adjust  covariates   unadjusted  adjusted  child  high-poverty area       receive antibiotic  <NUMBER> week  life   relationship  SES  antibiotic  warrant    help elucidate possible    disproportionate  obesity   low-income community,microbiome
119,32769185.0,veillonella specie     anaerobe   oral cavity   frequently    caries lesion  healthy oral microbiomes  possess  ability  utilize lactate  convert nitrate NO3  nitrite NO2 recently interest  NO2   rapidly    beneficial   oral   health   inhibit  growth  metabolism  oral pathogenic bacteria   Streptococcus mutans  lower systemic blood pressure     limited information   biochemical characteristic  NO2 production  Veillonella specie    NO3   inhibit  growth  Veillonella atypica  Veillonella parvula   inhibit  growth  Streptococcus mutans     concentration <NUMBER> mm  NO2 inhibit  growth  Streptococcus mutans    concentration <NUMBER> mm    concentration  NO2 <NUMBER> mm  need  inhibit  growth  Veillonella specie NO2 production  Veillonella specie    environmental factor lactate acidic ph  anaerobic condition  growth condition  presence  NO3  NO2   link  anaerobic lactate metabolism  stoichiometric evaluation   NO3  reduce  NO2  accept reduce power derive   oxidization  lactate      biochemical characteristic  NO2 production  NO3   linkage  lactate metabolism  oral Veillonella specie    key role  maintain good oral   health.importance  prevalence  dental caries  still  around  world dental caries  initiate   teeth  expose  acid   lactic acid produce  carbohydrate metabolism  acidogenic microorganism Veillonella specie      oral microorganism  consider   beneficial bacteria    ability  convert lactic acid  weaker acid   produce NO2  NO3   think   good   oral   health therefore   clear     need  elucidate  biochemical characteristic  NO2 production  Veillonella specie  significance   research       lactate metabolism  link  NO2 production  Veillonella specie   environment    oral cavity     Veillonella specie  potential candidate  maintain oral   health,microbiome
120,32968008.0,  cross-sectional     composition  diversity   gut microbiota  undernourished child live  urban slum  Mumbai India    nutritional status  anthropometric measurement dietary intake  complementary food feed practice  micronutrient concentration     gut microbiota  collect rectal swab  child age <NUMBER>  <NUMBER> month live  urban slum  Mumbai participate   randomized controlled feeding trial  conduct <NUMBER> rrna sequencing    composition   gut microbiota    cohort Proteobacteria dominate  gut microbiota   <NUMBER>  relative abundance  Actinobacteria representation   <NUMBER>   immaturity   gut  microbial α-diversity     breastfeeding great head circumference  fat intake   hemoglobin concentration  weight-for-length Z-score  redundancy  <NUMBER>    variation  Faith  phylogenetic diversity Faith  PD   account   age   iron  polyunsaturated fatty acid intake difference  community structure β-diversity   microbiota     consume fat  oil  previous day     consume fat  oil  previous day     growth diet  feeding practice    gut microbiota metric  undernourished child whose gut microbiota  comprise mainly  Proteobacteria  phylum contain  potentially pathogenic taxa.IMPORTANCE    comprehensive nutritional status define  growth nutritional blood biomarkers dietary intake  feeding practice   gut microbiome  child live  low-resource setting   underreported  microbiome research  undernourished child live  urban slum  Mumbai India     relative abundance  Proteobacteria  phylum   potentially pathogenic specie similar   composition  preterm infant  immaturity   gut  potentially   inflammatory burden   head circumference fat  iron intake   breastfeeding  positively   microbial diversity  hemoglobin  weight  length     diversity    examine comprehensive nutrition  critical  gain  understanding   nutrition   gut microbiota  link particularly  vulnerable population   child  urban slum setting,microbiome
121,33162951.0, bacterial community inhabit  rhizosphere   important role  plant development  health       inoculation  Pseudomonas fluorescens LBUM677  plant growth promote rhizobacterium  promote seed oil accumulation   rhizosphere microbiome   oilseed crop Brassica napus Buglossoides arvensis  Glycine max  time next-generation high-throughput sequencing target  V4 region  <NUMBER> rdna      microbial community     different crop inoculate    LBUM677   time period    <NUMBER> day post-inoculation  total  <NUMBER> amplicon sequence variant     taxonomically   <NUMBER> different phylum LBUM677 inoculation  sample date     influence  rhizosphere microbiome    oil-producing crop   specifically inoculation  LBUM677  sample date    plant specie     alter  alpha   beta-diversity   rhizosphere microbial community differential abundance    <NUMBER> taxonomical bacterial     abundant   LBUM677 treatment  <NUMBER>    abundant    treatment predict function   microorganism   enrich  <NUMBER> enzymatic pathway  LBUM677 treatment  non-targeted   rhizosphere bacterial community  discuss   context  oilseed crop,microbiome
122,33190530.0,Macroalgae   diverse   photosynthetic algae    intertidal region  ocean recent advance   macroalgal derive glycans  tremendous potential  maintain gut microbiome  immune system  human gut bacteria harbor unique arsenal  utilize  variety  macroalgal glycans  produce  variety  oligosaccharide  vivo  oligosaccharide interact  immune cell receptor    available  microbial fermentation   magnificent role  balance  gut homeostasis   area  research  still  infancy condition  term    molecular interaction  woo  area  urge  emphasize    mechanistic level sympathetic  depolymerizing marine dietary glycans  gut bacteria  elucidate molecular aspect  glycans  cell receptor interaction   invent new nutraceutical strategy  purposefully manipulate  microbial composition   health Therefore review focus   recent development  mechanistic understanding  human gut bacterial community  utilizing macroalgal derive glycans recent trend  application  glycans  modulate immune system  mechanistic level   available evidence  discuss,microbiome
123,33268659.0, complete understanding   plant microbiome   yet  achieve    complexity  temporal shift   community structure  overcome  issue  create  synthetic bacterial community   aquatic plant duckweed  synthetic community establish   bacterial strain   stable composition  <NUMBER> day      duckweed maintain  similar physiological status   clonal reproduction additionally  synthetic community reflect  taxonomic structure   natural duckweed microbiome   family level     potential   duckweed-based synthetic community   useful model system  examine  community assembly mechanisms   plant microbiome,microbiome
124,33302826.0,  microbiome      important role  whole-body homeostasis  dysbiosis   normal microbiota  correlate  metabolic disorder   sense  search  compound able  modulate  microbiome  need Resveratrol  natural compound   grape seem    promising candidate      motivation        association  Resveratrol  Lactococcus lactis  probiotic   composition   gastrointestinal microbiota  body weight  mouse   female mouse  divide  <NUMBER>  <NUMBER> standard diet <NUMBER> standard diet plus Lactococcus lactis <NUMBER> standard diet plus resveratrol  <NUMBER> standard diet plus Lactococcus lactis  resveratrol   end   treatment peri-od sample  blood mucus stomach  small   intestine  collect   total level  Immuno-globulin   Immunoglobulin  Lac+  Lac bacteria  Lactobacillus  measure   main     association  resveratrol  probiotic  able  decrease mouse body weight        addition  decrease  number  Lac bacteria    number  Lac+ bacteria  level  secretory IgA   decrease    animal treat   probiotic  resveratrol    potential synergism  Resveratrol  Lactococcus lactis mainly  modulate  stom-ach  intestinal microbiota,microbiome
125,26848519.0,detailed    gut microbiome     human physiology  disease  emerge thanks  advance  high-throughput DNA-sequencing technology   burgeon field  metagenomics metagenomics examine  structure  functional potential  microbial community   native habitat   direct isolation    community DNA  inflammatory bowel disease gut microbiome     association  perturbation  community composition  especially function   review  discuss  application  next-generation sequencing  microbiome research  highlight  importance  model microbiome structure  function     inflammatory bowel disease research  treatment,microbiome
126,27032544.0,Gut microbiome   integral part   Gut-Brain axis   become increasingly recognize   presence   healthy  diverse gut microbiota  important  normal cognitive  emotional processing     alter emotional state  chronic stress  change  composition  gut microbiome    become  evident  interaction  gut microbiome  central nervous system  bidirectional alteration   composition   gut microbiome  potentially lead   intestinal permeability  impair  function   intestinal barrier subsequently neuro-active compound  metabolite  gain access   area   central nervous system  regulate cognition  emotional response Deregulated inflammatory response promote  harmful microbiota  activate  vagal system   neuropsychological function  bacteria  produce peptide  short chain fatty acid   affect gene expression  inflammation   central nervous system   review  summarize  evidence   role  gut microbiota  modulate neuropsychological function   central nervous system  explore  potential underlying mechanism,microbiome
127,27093479.0, human digestive system  host    populated ecosystem  bacterial specie   contribute   assimilation  dietary carbohydrate Bacteroides thetaiotaomicron   member   ecosystem  participate largely   role   gut microbiome  break  dietary complex carbohydrate  process  acquire glycans   colon lumen  predict  rely   mechanism  protein   part   classified system   polysaccharide utilization locus PUL  locus  responsible  bind substrate   cell outer membrane internalize    hydrolyze    periplasm  simple sugar   report    specific component   PUL    alternative starch utilization system   thetaiotaomicron     outer membrane bind protein  SusD homolog highlight  contribution   PUL  acquire starch-based sugar   colon lumen   structural characterization   Family GH31 α-glucosidases    flexibility   bacterium  respect  utilize  range  starch-derived glycans   emphasis  branched substrate       predicted function   gene locus   capable  contribute  starch hydrolysis   human colon,microbiome
128,27115907.0,  present   discuss  importance   microbiome  allergic disease   review   data   Medline PubMed  search engine  Kirikkale University  systematically search    article  June <NUMBER> <NUMBER>   past <NUMBER> year  keywords  microbiome  dysbiosis  allergy  allergic rhinitis  allergic disease  mechanism   treatment    alone  together    microbiomes  present  term  Definition  influence   human microbiome  health   microbiome  allergic disease   Modulation   gut microbiota  term  treatment  prevention  microbiological dysbiosis   review  microbiome   genetic material   microbe bacteria fungi protozoa  virus  live     human body Microbes outnumber human cell   <NUMBER> <NUMBER> ratio  microbes live   gut particularly   intestine change   immune function   respiratory tract   least  theory link   immunomodulatory activity   gut microbiota   concept   common mucosal response   gut microbiota shape systemic immunity  affect  lung mucosa alternatively change   gut microbiota  reflect alteration   oropharyngeal microbiota    turn directly affect  lung microbiota  host immune response  microaspiration Dysbiosis  define  qualitative  quantitative change   intestinal flora  modern diet  lifestyle antibiotic psychological  physical stress   alteration  bacterial metabolism     overgrowth  potentially pathogenic microorganism  immune system component  directly  indirectly regulate   microbiota  nature  microbial exposure early  life appear   important   development  robust immune regulation disruption    microbiota   host response  trigger chronic inflammation dysbiosis    important clinical entity antibiotic psychological  physical stress  dietary factor contribute  intestinal dysbiosis,microbiome
129,27250760.0, gut  Drosophila melanogaster   proximal acidic region ~pH <NUMBER>   genome lack      ATPase characteristic   mammalian gastric parietal cell   molecular mechanism  acid generation  poorly understood     maintenance    ph   acidic region  dependent    V-ATPase together  carbonic anhydrase    transporter  channel  mediate   Cl  HCO3 transport abrogation    ph   influence larval survival  standard laboratory condition   deleterious  insect subject   Na     load insects  elevated ph   acidic region display  susceptibility  Pseudomonas pathogen   abundance  key member   gut microbiota Acetobacter  Lactobacillus    acidic region  bacteriostatic  bacteriocidal activity conversely  ph   acidic region   reduce  germ-free Drosophila indicative   role   gut bacteria  shape  ph condition   gut      acidic gut region protect  insect  gut microbiome  pathological disruption  shed light   mechanism    ph   maintain   absence      ATPase,microbiome
130,27279212.0,mammal  define   metagenome  combination  host  microbiome gene   present opportunity   basic biology  translation  human disease   now-documented influence   metagenome  experimental    reproducibility   vivo mammalian model present new challenge   provide  scientific basis  call   investigator editor  fund agency  embrace change   enhance reproducible  interpretable experiment  account  metagenomic  Implementation  new reporting  experimental design principle   experimental work speed discovery  translation  properly  substantial investment  biomedical research,microbiome
131,27379092.0,residual mucosal inflammation along  chronic systemic immune activation   important feature  individual infect  human immunodeficiency virus HIV    link   wide range  co-morbidities  malignancy opportunistic infection immunopathology  cardiovascular complication  combined antiretroviral therapy cart  reduce plasma viral load  undetectable level reservoir  virus persist  increased mortality    immune dysbiosis  mucosal lymphoid tissue immune-based therapy  pursue   goal   CD4  T-cell restoration    reduce chronic immune activation  cart-treated patient   majority  research  immune activation   derive    circulate  cell  immune cell alteration  mucosal tissue contribute  HIV immune dysregulation    risk  non-infectious chronic complication   studied give   difference  mucosal  cell  circulate  cell   immediate interaction  mucosal  cell   microbiome  attention   devote  mucosal immune cell   contribution  systemic immune activation  hiv-infected individual    focus  mucosal immune cell   specific emphasis  CD4   lymphocytes    helper <NUMBER> cell  CD4  Foxp3  regulatory  cell Tregs   crucial role  maintain mucosal barrier integrity  prevent inflammation     pro-inflammatory milieu  cart-treated patient  immune activation  contribute  enhance loss  Th17 cell  increased frequency  dysregulated Tregs   mucosa   turn  exacerbate immune dysfunction  hiv-infected patient   present initial evidence    hypothesis  good comprehension   pro-inflammatory milieu    type  cell   mucosa  shed light  mucosal immune dysfunction  HIV reservoir  lead  novel way  restore immune function  HIV  patient,microbiome
132,28087899.0,SCOPE   diet rich  fruit  vegetable reduce bone loss   specific compound responsible  unknown substrate  endogenous nitric oxide  production  organic nitrate  dietary nitrate    production  age-related condition  osteoporosis    capability  dietary nitrate    bioavailability reduce bone turnover  loss    Six-month-old Sprague Dawley rat  <NUMBER> ovariectomized OVX  <NUMBER> sham-operated sham   randomize     vehicle water  ii low-dose nitrate LDN <NUMBER> mmol nitrate/kg bw/day  iii high-dose nitrate HDN <NUMBER> mmol nitrate/kg bw/day   week  sham receive vehicle Serum bone turnover marker bone mass mineral density  quality histomorphometric parameter  fecal microbiome  examine  week  LDN  HDN   bioavailability   dose-dependent manner OVX   cancellous bone loss  bone turnover  fecal microbiome change OVX  relative abundance  firmicutes  decrease Bacteroideceae  Alcaligenaceae Nitrate   affect  skeleton  fecal microbiome   data   OVX affect  fecal microbiome    gut microbiome    bone mass  week  nitrate supplementation   slow bone loss  alter  fecal microbiome  OVX,microbiome
133,28446062.0,nutrition   gut microbiome regulate  system   immune metabolic  nervous system  propose   host respond  deficiency  sufficiency  dietary  bacterial metabolite   dynamic way  optimize response  survival  family   protein-coupled receptor GPCRs term  metabolite-sensing GPCRs bind  various metabolite  transmit signal   important  proper immune  metabolic function member   family  GPR43 GPR41 GPR109A GPR120 GPR40 GPR84 GPR35  GPR91  addition bile acid receptor   GPR131 TGR5  proton-sensing receptor   GPR65  similar feature   feature   family  GPCRs    provide anti-inflammatory signal   regulate metabolism  gut homeostasis  receptor     main mechanism whereby  gut microbiome affect vertebrate physiology    provide  link   immune  metabolic system insufficient signal       metabolite-sensing GPCRs  contributes  human disease   asthma food allergy type <NUMBER>  type <NUMBER> diabetes hepatic steatosis cardiovascular disease  inflammatory bowel disease,microbiome
134,29040820.0,  examine    feed type  microbial pattern  preterm infant    feed factor  promote  colonization  beneficial bacteria DATA SOURCES PubMed Cochrane Database  Systematic Reviews Scopus   Cummulative Index  Nursing  Allied Health Literature  thoroughly search  article publish  January <NUMBER>  January <NUMBER>   keywords gut microbiome gut microbiota enteral microbiome enteral microbiota premature infant preterm infant extremely  birth weight infant ELBW infant   birth weight infant feeding breast milk breastfeeding formula prebiotic probiotic  long chain polyunsaturated fatty acid  SELECTION Primary  write  English  focus   association  enteral feeding  gut microbiome pattern  preterm infant     review DATA EXTRACTION  independently review  select article  extract information  predefined data extraction criterion   design  participant type  feeding type  frequency  biospecimen  feces gastric aspirate collection microbiological      DATA SYNTHESIS  <NUMBER>   <NUMBER>     review researcher     milk product mother  milk donor human milk  formula  <NUMBER>     prebiotics     <NUMBER>     probiotic   gut microbiome   mother  breast milk feed influence  compositional structure  preterm infant gut microbial community  increased diversity  gut microbiota   donor human milk  formula feeding       prebiotics  probiotic vary     majority   researcher report positive bifidogenic    development  beneficial bacteria  Mothers  milk  consider  best form  nutrition  preterm infant   gut microbial community variation  fatty acid composition  infant feeding type  affect microbial composition  evidence  supplementation  prebiotics  probiotic  promote  gut microbial community structure  compel  additional research  need   area,microbiome
135,29845906.0,benefit  resistant starch RS consumption  host physiology encompass microbial activity-derived attenuation  intestinal inflammation  little    anti-inflammatory property  RS  type <NUMBER>       transglycosylated starch TGS consumption   jejunal barrier function  expression  gene relate  inflammation barrier function   mucosal defence  jejunum ileum caecum  colon  pig moreover interaction  tgs-induced alteration  bacterial metabolite  composition  host mucosal response    sparse partial least square regression  relevance network  intestinal sample  collect  pig  <NUMBER> <NUMBER> month  age  feed  experimental diet  <NUMBER>  Consumption  TGS   modify jejunal barrier function  gene expression  contrast TGS down-regulated  caecal expression  zonula occludens-1  mucin <NUMBER>   gene   toll-like receptor <NUMBER>  NF-κB pro-inflammatory signalling cascade Relevance network   microbiome signature  ileal caecal  colonic mucosal signal  tgs-derived change  bacterial genus  fermentation acid   propionic acid correlate   differently express gene  ileum caecum  colon  pig    present   certain anti-inflammatory capability  TGS  down-regulating  expression  pro-inflammatory pathway   caecal mucosa  seem   mediate  least  part  TGS-induced change  microbial action    intestine,microbiome
